MSSubClass,MSZoning,LotArea,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,SalePrice
60,RL,10140,5,1976,1976,832,162900
20,RL,8172,7,1955,1990,864,115000
20,RL,8400,5,1968,1968,1052,138500
20,RL,8700,6,1963,1963,1120,155000
180,RM,3675,5,2005,2006,547,140000
60,RL,63887,5,2008,2008,6110,160000
20,RL,7500,7,1959,1994,1246,154000
60,RL,10762,5,1999,1999,978,225000
70,RL,7500,7,1942,1950,771,177500
60,RL,10120,5,1994,1994,1165,290000
20,RL,8688,5,2005,2005,1616,232000
160,RM,3363,5,2004,2004,976,130000
20,RL,13173,5,2006,2007,1652,325000
120,RL,6955,5,2005,2006,1368,202500
20,RL,8072,5,1994,1995,990,138000
20,RM,12000,7,1948,2005,924,147000
20,RL,7153,5,1991,1991,1278,179200
20,RL,17500,8,1959,2002,1902,335000
20,RL,8814,5,2005,2007,1274,203000
60,RL,9572,5,1990,1990,1453,302000
60,RL,14774,5,1999,1999,1393,333168
20,RL,8190,6,1954,1954,948,119000
60,RL,11075,5,1969,1969,952,206900
20,RL,10226,5,2008,2008,1622,295493
120,FV,4230,5,2006,2007,1352,208900
20,RL,14781,5,2001,2002,1753,275000
20,RL,10215,5,1954,1954,864,111000
20,RL,8400,3,1957,1957,1478,156500
20,RL,6627,6,1949,1950,0,72500
60,RL,10186,5,1992,1992,750,190000
30,RL,5330,7,1940,1950,420,82500
20,RL,9986,5,2006,2007,1795,147000
30,RM,3636,4,1922,1950,796,55000
30,RH,4270,6,1931,2006,544,79000
20,RL,6600,9,1982,2008,816,130500
50,RM,10440,7,1920,1950,1510,256000
60,RL,9084,5,1998,1998,935,176500
20,RL,10000,5,2006,2006,1588,227000
80,RL,10780,5,1976,1976,911,132500
20,RL,8877,6,1938,1958,816,100000
50,RM,7200,6,1938,1995,803,125500
160,RM,2368,6,1970,1970,765,125000
20,RL,9650,5,1977,1977,1350,167900
90,RL,9246,5,1973,1973,1656,135000
30,RM,4118,4,1941,1950,693,52500
60,RL,13450,5,2002,2002,916,200000
20,RL,9560,7,1972,1972,864,128500
20,RL,8294,5,1971,1971,858,123000
20,RL,13695,5,2003,2004,1114,155000
60,RL,9375,5,2002,2002,1284,228500
50,RL,7558,6,1928,1950,896,177000
60,RL,11103,5,2006,2006,728,155835
30,RM,6000,4,1920,1950,960,108500
20,RL,20781,7,1968,2003,1568,262500
20,RL,15306,5,2006,2007,1732,283463
20,RL,16196,5,1998,1998,1482,215000
70,RM,5250,5,1872,1987,684,122000
90,RL,11643,5,1969,1969,1248,200000
60,RL,9247,6,1962,1962,858,171000
50,RM,6000,9,1937,2000,698,134900
50,RL,14720,5,1995,1996,2033,410000
60,RL,10316,5,2000,2000,992,235000
80,RL,10192,6,1968,1992,570,170000
20,RL,9477,5,1966,1966,864,110000
20,RL,12537,6,1971,2008,1078,149900
160,FV,2117,5,2000,2000,756,177500
20,RL,16737,5,2004,2005,1980,315000
70,RL,9842,6,1921,1998,612,189000
20,RL,16158,5,2005,2005,1530,260000
50,RL,12513,4,1920,2007,715,104900
60,RL,8499,5,2006,2007,616,156932
160,FV,3180,5,2005,2005,600,144152
60,FV,7500,5,2000,2000,814,216000
60,RL,9179,5,1999,1999,873,193000
160,RM,2665,6,1977,1977,757,127000
120,RM,4435,5,2003,2004,848,144000
20,RL,10635,5,2003,2003,1657,232000
50,RL,5400,6,1920,1950,840,105000
80,RL,9600,6,1955,1996,992,165500
60,RL,9750,6,1998,1998,1108,274300
20,RL,11400,5,2001,2002,2633,466500
60,FV,10625,5,2005,2005,1026,250000
20,RL,10991,5,2007,2007,1571,239000
30,RL,6292,5,1930,1950,768,91000
50,RL,10998,5,1941,1960,984,117000
160,RM,1953,5,1973,1973,483,83000
80,RL,9735,5,2006,2007,384,167500
30,RL,8212,3,1914,1950,864,58500
20,RL,12925,7,1970,1970,1205,237500
70,RM,7200,7,1920,1950,596,157000
30,RL,25339,7,1918,2007,816,112000
50,RL,9060,5,1939,1950,560,105000
50,RM,5436,8,1922,2007,796,125500
60,RL,16692,5,1978,1978,1392,250000
50,RM,8520,7,1916,1950,714,136000
20,RL,14892,5,2006,2007,1746,377500
50,RM,6000,6,1941,1950,735,131000
20,RL,9100,5,2000,2000,1525,235000
90,RL,8944,5,1967,1967,1584,124000
85,RL,7838,5,1967,1967,864,123000
190,RM,10800,7,1905,2000,482,163000
120,RL,4045,5,2006,2006,1356,246578
60,RL,12665,5,2005,2006,1094,281213
20,RL,57200,5,1948,1950,747,160000
70,RM,6120,8,1920,2004,939,137500
50,RL,7200,4,1950,1982,1208,138000
50,RL,6171,6,1925,1990,976,137450
50,RM,6000,7,1929,1950,862,120000
60,RL,7415,5,2004,2004,839,193000
20,RL,6762,5,2006,2006,1286,193879
20,RL,15256,5,2007,2007,1485,282922
50,RL,10410,4,1915,1950,672,105000
120,RM,3842,5,2004,2005,1594,275000
85,RL,8445,7,1972,2007,768,133000
20,RL,8780,5,1985,1985,833,112000
70,RM,7740,7,1910,1950,622,125500
60,RL,20544,6,1986,1991,791,215000
60,RL,12420,5,2001,2001,944,230000
50,RL,9600,8,1950,2005,856,140000
90,RL,7200,5,1949,1950,0,90000
20,RL,10994,5,2005,2006,1844,257000
50,RL,13053,7,1923,2000,833,207000
120,RL,3635,5,2007,2007,1386,175900
190,RM,11340,6,1885,1950,777,122500
60,RL,16545,5,1998,1998,1284,340000
20,RL,9204,5,1963,1963,1144,124000
20,RL,16381,5,1969,1969,1844,223000
60,RL,11700,6,1968,1968,708,179900
120,RL,4043,5,1977,1977,1069,127500
120,RM,4435,5,2003,2003,848,136500
80,RL,19690,7,1966,1966,697,274970
20,RL,9503,5,1958,1983,1024,144000
20,RL,10721,6,1959,1959,1252,142000
60,RL,10944,5,1994,1994,1223,271000
50,RL,10930,6,1945,1950,913,140000
30,RM,7200,7,1940,1992,788,119000
20,RL,12546,7,1981,1981,1440,182900
60,RL,21930,5,2005,2005,732,192140
120,RL,4928,6,1976,1976,958,143750
30,RL,10800,6,1927,2007,656,64500
60,RL,10261,5,2000,2000,936,186500
20,RL,17400,5,1977,1977,1126,160000
20,RL,8400,9,1962,2005,1319,174000
20,RL,9000,6,1971,1971,864,120500
20,RL,12444,5,2008,2008,1932,394617
20,RM,7407,7,1957,1996,912,149700
60,RL,11584,6,1979,1979,539,197000
70,RL,11526,7,1922,1994,588,191000
120,RM,4426,5,2004,2004,848,149300
60,FV,11003,5,2008,2008,1017,310000
30,RL,8854,6,1916,1950,952,121000
20,RL,8500,5,2004,2004,1422,179600
85,RL,8400,5,1966,1966,814,129000
20,RL,26142,7,1962,1962,1188,157900
60,RL,10000,5,1995,1996,1220,240000
50,RL,11767,7,1910,2000,560,112000
180,RM,1533,7,1970,1970,630,92000
90,RL,9000,5,1974,1974,896,136000
20,RL,9262,5,2008,2009,1573,287090
180,RM,3675,5,2005,2005,547,145000
20,RL,17217,5,2006,2006,1140,84500
20,FV,7500,5,2004,2005,1221,185000
60,RL,7917,5,1999,2000,953,175000
20,RL,13175,6,1978,1988,1542,210000
70,RL,9042,9,1941,2006,1152,266500
20,RL,9717,6,1950,1996,1078,142125
20,RL,9937,6,1965,1965,1256,147500
20,RH,11622,6,1961,1961,882,
20,RL,14267,6,1958,1958,1329,
60,RL,13830,5,1997,1998,928,
60,RL,9978,6,1998,1998,926,
120,RL,5005,5,1992,1992,1280,
60,RL,10000,5,1993,1994,763,
20,RL,7980,7,1992,2007,1168,
60,RL,8402,5,1998,1998,789,
20,RL,10176,5,1990,1990,1300,
20,RL,8400,5,1970,1970,882,
120,RH,5858,5,1999,1999,1405,
160,RM,1680,5,1971,1971,483,
160,RM,1680,5,1971,1971,525,
160,RL,2280,6,1975,1975,855,
120,RL,2280,6,1975,1975,836,
60,RL,12858,5,2009,2010,1590,
20,RL,12883,5,2009,2010,1544,
20,RL,11520,5,2005,2005,1698,
20,RL,14122,5,2005,2006,1822,
20,RL,14300,5,2003,2004,2846,
60,RL,13650,5,2002,2002,1671,
120,RL,7132,5,2006,2006,1370,
20,RL,18494,5,2005,2005,1324,
120,RL,3203,5,2006,2006,1145,
80,RL,13300,5,2004,2004,384,
60,RL,8577,5,2004,2004,847,
60,RL,17433,5,1998,1998,1629,
20,RL,8987,5,2005,2006,1595,
20,FV,9215,5,2009,2010,1218,
20,FV,10440,5,2005,2005,1468,
60,RL,11920,5,2004,2004,831,
30,RH,9800,5,1920,1950,816,
20,RL,15410,6,1974,2002,1208,
60,RL,13143,5,1993,1993,1231,
60,RL,11134,5,1992,1993,1390,
120,FV,4835,5,2004,2005,1488,
160,FV,3515,5,2004,2004,840,
160,FV,3215,5,2004,2004,600,
160,FV,2544,5,2004,2005,600,
160,FV,2544,5,2005,2005,600,
160,FV,2980,5,2000,2000,756,
160,FV,2403,5,2003,2003,530,
20,FV,12853,5,2010,2010,1642,
60,FV,7379,5,2000,2000,975,
20,FV,8000,5,2002,2002,1492,
20,RL,10456,6,1967,1967,1829,
60,RL,10791,5,1993,1993,1280,
50,RL,18837,5,1978,1978,1224,
60,RL,9600,6,1971,1971,715,
20,RL,9600,5,1966,1966,1232,
20,RL,9900,5,1966,1966,1209,
20,RL,9680,6,1967,1967,1510,
80,RL,10600,5,1964,1964,533,
90,RL,13260,6,1962,2001,1728,
50,RL,9724,7,1952,2002,1140,
50,RL,17360,6,1949,1950,782,
85,RL,11380,8,1966,2008,1080,
90,RL,8267,5,1958,1958,1604,
20,RL,8197,5,2003,2009,1480,
20,RL,8050,5,1959,1959,1143,
20,RL,10725,5,1959,1959,1206,
20,RL,10032,5,1959,1959,1244,
50,RL,8382,5,1956,1956,832,
20,RL,10950,7,1952,1952,864,
20,RL,10895,6,1955,1955,972,
190,RL,13587,5,1958,1958,988,
30,RL,7898,7,1920,1994,576,
50,RL,8064,8,1948,2004,816,
20,RL,7635,6,1960,1960,1175,
20,RL,9760,7,1963,1984,1395,
50,RM,4800,5,1900,1954,709,
30,RM,4485,7,1920,1950,936,
20,RM,5805,7,1957,1957,1347,
45,RM,6900,7,1938,2000,827,
50,RM,11851,7,1948,2009,1027,
50,RM,8239,6,1920,1962,1008,
30,RM,9656,2,1923,1970,678,
70,RM,9600,9,1900,2003,930,
70,RM,9000,9,1890,2002,346,
190,RM,9045,3,1910,1950,840,
70,RM,10560,7,1922,1994,738,
50,RM,5830,6,1950,1997,988,
75,RL,7793,7,1922,2005,1108,
30,RM,5000,7,1925,1950,765,
50,RM,6000,7,1939,1950,608,
50,RM,6000,6,1940,1950,572,
50,RM,6360,6,1942,1950,835,
50,RM,6000,7,1948,1950,780,
50,RM,6240,7,1936,1980,528,
50,RM,6240,5,1930,1950,928,
30,RM,6120,5,1923,1950,1124,
50,RM,8094,5,1915,1950,888,
70,RM,12900,8,1912,2009,780,
70,RM,3068,8,1920,1993,662,
20,RL,15263,5,1959,1959,1422,
50,RL,10632,3,1917,1950,689,
190,RL,9900,4,1915,1950,1212,
50,RL,6001,5,1940,1950,600,
70,C (all),6449,1,1907,1950,707,
190,RH,6048,7,1910,1950,856,
90,RL,10773,3,1967,1967,1832,
20,RL,7800,7,1966,2008,864,
20,RL,7832,5,1968,1968,864,
90,RL,7424,5,1978,1978,1319,
60,RL,11227,5,1968,1968,720,
20,RL,20062,7,1977,2001,1420,
30,RL,9259,4,1927,1950,660,
60,RL,17082,5,1978,1992,1117,
50,RL,18600,4,1938,1990,972,
20,RL,11479,7,1950,1987,663,
50,RL,9350,6,1947,1979,756,
20,RL,9525,7,1954,1998,1172,
20,RL,17485,5,2009,2010,1508,
20,RL,11200,3,1964,1964,1250,
20,RL,11980,5,1987,1987,1433,
60,RL,12361,7,1993,1993,946,
20,RL,7360,5,2010,2010,1222,
50,RL,14235,8,1900,1993,676,
85,RL,11105,5,1996,1996,870,
60,RL,9337,5,1997,1998,878,
20,RL,15240,8,1977,2004,1026,
20,RL,7480,6,1972,1972,876,
20,RL,10389,5,2003,2003,1978,
60,RL,9375,5,1997,1997,1040,
120,RM,4435,5,2003,2003,848,
30,RL,8777,6,1945,2007,0,
20,RL,8842,6,1954,1954,381,
20,RL,10044,6,1968,1968,1196,
50,RL,11792,5,1948,1950,744,
80,RL,6305,6,1975,1975,1008,
20,RL,6410,5,1958,1958,960,
30,RL,4853,6,1924,1999,1107,
30,RL,7890,6,1939,1950,856,
90,RH,7200,6,1967,1967,0,
50,RL,9839,2,1931,1950,894,
50,RL,10452,6,1941,1985,1528,
90,RL,15600,6,1950,1991,1032,
80,RL,19645,6,1994,2007,423,
120,RM,3907,6,1989,1989,982,
120,RM,3907,5,1989,1989,1191,
30,RM,8154,5,1941,1950,480,
50,RM,9140,5,1921,1975,629,
30,C (all),8712,7,1896,1950,756,
120,RM,3811,5,2004,2005,1594,
60,RL,11050,5,1998,1999,1049,
80,RL,9620,7,1977,1977,1243,
90,RL,12760,5,1976,1976,1958,
20,RL,11896,5,2008,2008,1336,
20,RL,9803,5,2009,2010,1214,
60,RL,9802,5,2006,2007,384,
20,RL,15300,5,1965,1977,1068,
20,RL,10114,5,2004,2005,1430,
20,RL,11875,5,1999,1999,1344,
120,RM,2394,6,1973,1973,945,
160,RM,1476,7,1970,1970,546,
160,RM,1900,4,1970,1970,546,
160,RM,1890,6,1972,1972,546,
20,RL,6953,7,1971,2004,864,
20,RL,12887,7,1984,1984,833,
90,RL,7700,2,1985,1986,1216,
60,RL,10475,5,1991,1991,624,
50,RL,10544,5,1969,1969,864,
20,RL,9892,5,1994,1995,1679,
60,RL,12961,5,1993,1994,1152,
20,RL,13008,5,1956,1956,882,
20,RL,10200,5,1974,1974,1434,
60,RL,10179,5,1997,1997,945,
60,RL,11792,5,2003,2003,1008,
80,RL,8400,5,1996,1997,384,
120,RL,7296,5,2004,2005,2208,
120,RL,7380,5,1998,1998,1418,
120,RL,8013,5,1995,1996,1587,
80,RL,8923,5,1998,1998,384,
60,RL,7500,5,1998,1999,952,
60,RL,8803,5,1994,1995,707,
20,RL,7250,5,1993,1993,1181,
60,RL,11900,6,1977,1977,1122,
60,RL,13250,6,1978,1978,832,
20,RL,10928,6,1978,1986,1427,
60,RL,12388,7,1980,1991,1043,
20,RL,11088,5,1978,1998,1140,
60,FV,7000,5,2003,2003,926,
60,FV,7500,5,2000,2001,1058,
60,FV,8470,5,2002,2002,972,
20,RL,9373,7,1975,1975,1621,
20,RL,10140,6,1974,1974,1116,
20,RL,11050,5,1975,1975,1176,
20,RL,7830,5,1970,1970,1180,
20,RL,8510,7,1971,1971,1043,
20,RL,7038,6,1970,1970,864,
20,RL,9000,7,1971,2006,864,
160,RM,1680,5,1973,1973,483,
160,RM,1680,6,1972,1972,483,
160,RL,2308,5,1976,1976,804,
120,RL,2280,5,1975,1975,1057,
160,RL,2349,5,1977,1977,855,
160,RL,2364,5,1978,1978,804,
160,RL,2364,5,1978,1978,855,
120,RL,2104,6,1976,1976,836,
20,RL,10710,7,1966,2004,864,
60,RL,14257,5,2007,2007,1776,
60,RL,12350,5,2009,2009,1365,
20,RL,12350,5,2008,2008,2020,
20,RL,13693,5,2007,2007,2630,
20,RL,11578,5,2008,2008,1736,
20,RL,16870,5,2004,2005,1782,
60,RL,23303,5,2007,2007,1508,
20,RL,10367,5,2008,2008,1739,
20,RL,10872,5,2006,2006,1504,
20,RL,13514,5,2008,2008,1774,
20,RL,12878,5,2003,2004,1760,
20,RL,15274,5,2003,2003,2452,
60,RL,13262,5,2003,2004,1082,
20,RL,9658,5,2006,2006,1598,
120,RL,6904,5,2005,2005,1358,
120,RL,5122,5,2005,2005,1306,
120,RL,10307,5,2007,2008,1350,
20,RL,14836,5,2004,2005,2492,
20,RL,15262,5,2003,2004,2200,
120,RL,7390,5,2008,2009,1884,
120,RL,6472,5,2008,2008,1451,
20,RL,16770,5,2002,2003,1712,
120,RL,3480,5,2003,2003,1405,
60,RL,10928,5,2005,2005,728,
60,RL,8918,5,2005,2006,745,
120,RL,3182,5,2005,2006,1220,
80,RL,9434,5,2004,2005,384,
60,RL,7984,5,2004,2005,868,
60,RL,10125,5,2004,2004,846,
60,RL,8965,5,2003,2003,782,
60,RL,8174,5,2003,2003,698,
60,RL,12891,5,2002,2002,870,
80,RL,9734,5,2004,2004,384,
60,RL,8433,5,2000,2000,794,
80,RL,7750,5,1999,2000,384,
60,RL,15896,5,1999,1999,1177,
80,RL,7848,6,1999,1999,384,
60,RL,12720,5,2000,2000,1455,
20,RL,10750,5,1994,1995,2024,
60,RL,9085,5,1995,1996,1070,
60,RL,11692,5,1993,1994,1173,
20,RL,11194,5,2008,2008,1696,
20,RL,10206,5,2008,2008,1614,
20,RL,10130,5,2007,2007,1702,
20,RL,9139,5,2006,2006,1422,
20,RL,11128,5,2005,2006,2458,
20,FV,7993,5,2008,2009,1436,
20,FV,8640,5,2008,2008,1402,
20,FV,12606,5,2007,2008,1530,
20,FV,7500,5,2006,2007,1372,
60,FV,10603,5,2006,2006,900,
20,FV,8125,5,2008,2009,1836,
20,FV,10625,5,2006,2007,1652,
20,FV,8736,5,2003,2004,1553,
60,FV,8127,5,2003,2003,812,
20,RL,9605,6,2007,2007,1218,
20,RL,7500,5,2006,2006,1141,
20,RL,7500,5,2004,2004,1158,
60,RL,10628,5,2004,2004,835,
20,RL,10141,5,2004,2004,1512,
20,RL,13072,5,2004,2005,1114,
20,RL,13072,5,2004,2004,1114,
20,RL,12450,5,2003,2004,1114,
20,RL,7328,5,2008,2009,1450,
60,RL,11492,5,1996,1997,913,
60,RL,7703,6,1992,1992,816,
120,RL,7175,5,1990,1991,1332,
60,RL,9109,5,1994,1994,754,
60,RL,10274,7,1986,1986,676,
90,RL,8250,7,1981,1981,0,
20,RL,9750,5,1962,1962,980,
20,RL,8499,6,1961,1961,864,
20,RL,9079,5,1961,1961,864,
20,RL,9316,5,1965,1965,1024,
20,RL,7791,8,1963,1995,912,
20,RL,7150,6,1962,1962,912,
20,RL,15676,8,1980,1980,2014,
60,RL,11949,8,1991,2008,975,
160,FV,2880,5,2004,2005,1376,
120,FV,3830,5,2008,2008,1726,
120,FV,4217,5,2008,2008,1145,
160,FV,2998,5,2000,2000,756,
160,FV,3768,5,1999,1999,691,
20,RL,14694,9,1977,2008,1694,
20,RL,15417,5,1981,1981,1740,
80,RL,9600,5,1976,1976,392,
60,RL,12732,6,1974,1974,752,
60,RL,10400,7,1967,1997,932,
20,RL,9600,5,1969,1969,1288,
20,RL,9000,5,1969,1969,1216,
60,RL,13774,7,1977,1992,908,
20,RL,7130,6,1967,1967,864,
20,RL,9600,5,1967,1967,1568,
60,RL,9600,5,1974,1974,1165,
85,RL,16500,5,1971,1971,1232,
20,RL,7436,7,1960,1960,894,
20,RL,8125,7,1959,1959,864,
20,RL,9450,5,1957,1957,1040,
20,RL,13495,6,1956,1956,1048,
20,RL,9350,6,1961,1995,1313,
20,RL,10500,5,1964,1964,1292,
60,RL,8970,6,1965,1965,744,
80,RL,11475,6,1961,1961,1208,
20,RL,9768,5,1955,1955,960,
20,RL,9900,5,1967,1967,1680,
20,RL,10573,6,1961,1961,1453,
20,RL,14695,8,1966,2008,1562,
20,RL,8760,7,1956,1956,1169,
20,RL,12285,6,1960,1960,1329,
20,RL,9240,8,1959,1998,988,
20,RL,8750,5,1956,1956,1202,
20,RL,8750,5,1955,1955,1382,
20,RL,10400,5,1956,1956,1200,
90,RL,9482,4,1958,1958,1866,
20,RL,8128,7,1954,1954,1062,
20,RL,13070,5,1951,1951,631,
30,RL,8480,6,1945,1950,793,
20,RL,7626,8,1952,2005,1031,
20,RL,9533,5,1953,1953,0,
60,RL,11419,7,1948,1999,699,
20,RL,9600,6,1950,1950,1200,
20,RL,5470,5,1958,1958,792,
60,RL,10800,7,1939,2006,676,
70,RL,8146,8,1900,2003,405,
30,RL,10230,7,1925,1950,1054,
50,RL,10410,5,1915,1950,1313,
70,RL,7200,9,1910,2008,560,
30,RL,5400,5,1940,1950,416,
30,RL,10800,7,1920,1950,720,
30,RL,10800,5,1890,1998,630,
90,RL,9671,5,1969,1969,1248,
20,RL,10143,7,1963,1963,1380,
20,RL,11500,4,1967,1967,1040,
20,RL,8010,9,1958,2007,951,
20,RL,10454,6,1957,1957,1105,
20,RL,9000,6,1958,1958,160,
50,RL,8064,5,1950,1950,795,
20,RL,7350,6,1958,1958,1041,
20,RL,7200,7,1952,1952,732,
80,RL,8000,5,1959,1959,528,
50,RL,10800,7,1949,1996,832,
50,RL,8064,7,1948,1994,864,
60,RL,7570,5,1964,1964,780,
90,RL,8604,7,1978,1978,941,
20,RL,7936,6,1963,1963,1045,
50,RM,4080,8,1935,1998,901,
90,RM,10307,5,1910,1950,972,
50,RM,15660,8,1910,2003,240,
70,RM,9900,8,1910,2002,504,
70,RM,6406,6,1939,1950,690,
190,RM,7627,6,1920,1950,600,
50,RM,10134,5,1910,1950,801,
50,RM,6000,7,1950,1970,768,
30,RM,7404,6,1920,1950,861,
30,RM,5925,4,1940,1950,0,
30,RM,8520,8,1923,1950,624,
70,RM,9600,4,1910,1950,677,
70,RM,8400,7,1900,1950,917,
70,RM,3600,7,1917,2007,624,
30,C (all),3300,3,1910,1950,624,
50,RM,5400,6,1920,1950,972,
70,RM,9720,7,1910,2002,741,
30,C (all),9392,3,1900,1950,245,
30,RL,6615,6,1923,1950,1022,
70,RL,4960,7,1930,1982,297,
50,RM,6000,5,1924,1950,468,
30,RM,6120,6,1925,1999,960,
50,RM,6120,6,1938,1950,952,
30,RM,8635,5,1925,1950,1072,
70,RM,8094,6,1915,1950,1048,
70,RM,9928,8,1915,1994,672,
90,RM,3000,1,1922,1950,1040,
70,RM,6876,5,1927,1950,720,
70,RM,5775,7,1915,2002,483,
190,RM,5852,5,1902,2000,1020,
50,RM,5160,6,1927,1950,1204,
85,RM,5160,6,1923,1950,858,
190,RM,10320,7,1915,1965,698,
20,RL,4280,9,1946,2001,560,
90,RL,10800,5,1987,1988,1200,
90,RL,10547,5,1978,1978,1152,
50,RL,9780,3,1934,1950,585,
20,RL,11625,6,1967,1967,1052,
85,RL,8014,5,1978,1978,456,
80,RL,15400,5,1961,1961,552,
80,RL,15312,5,1960,1960,1138,
80,RL,15584,5,1956,1956,825,
20,RL,9000,2,1947,1950,0,
20,RL,15635,5,1954,1954,0,
20,RL,9571,5,1956,1956,1073,
60,RL,9350,7,1946,1950,747,
20,RL,7440,6,1954,1954,1089,
120,RL,4235,5,1984,1984,1049,
80,RL,10778,6,1990,1991,1054,
80,RL,19255,5,1983,1983,520,
60,RL,10560,5,1993,1994,1079,
70,RL,26400,7,1880,2007,0,
90,RL,7018,5,1979,1979,0,
90,RL,7018,5,1979,1979,0,
90,RL,7040,5,1979,1979,1094,
90,RL,7007,5,1979,1979,0,
90,RL,11855,5,2000,2000,1168,
90,RL,7939,5,2000,2000,1168,
90,RL,7976,5,2000,2000,1168,
20,RL,10933,5,2009,2009,1555,
20,RL,10816,5,2008,2008,1720,
20,RL,9178,5,2008,2008,1468,
20,RL,11422,5,2007,2008,1838,
20,RL,6762,5,2007,2007,1282,
20,RL,10324,5,2008,2008,1254,
20,RL,11645,5,2005,2006,1498,
60,RL,11646,5,2005,2006,704,
60,RL,16698,5,1992,1993,1449,
20,RL,9757,7,1994,1994,990,
20,RL,14753,5,1998,1998,1463,
60,RL,8750,5,1998,1998,928,
20,RL,10739,5,2002,2001,1431,
20,RL,11166,5,2001,2001,1492,
20,RL,16269,5,1978,1978,907,
20,RL,6950,7,1979,1979,914,
20,RL,11664,5,2002,2002,1569,
60,RL,12334,5,2003,2003,1068,
60,RL,8749,5,2002,2002,840,
60,RL,11250,5,2001,2001,944,
20,RL,15750,5,1999,2000,1462,
20,RL,12782,5,2002,2003,1822,
20,RL,8750,5,1997,1998,1417,
20,RL,10200,5,2007,2007,1578,
60,RL,11069,5,2007,2007,608,
20,RL,10682,6,1960,1971,1014,
180,RM,3675,5,2005,2006,547,
20,RL,6410,5,1959,1959,876,
20,RL,11767,5,1950,1950,1078,
90,RL,10926,5,1959,1959,1678,
20,RL,11767,5,1956,1956,1150,
50,RL,8212,6,1941,1950,720,
50,RH,6300,4,1938,1950,832,
70,RL,5707,6,1935,1950,583,
30,RL,8574,8,1916,2000,816,
70,RL,7155,8,1918,1990,600,
50,RL,13680,6,1940,1950,840,
20,RL,14680,4,1960,1960,1273,
90,RL,8145,6,1940,1950,920,
20,RL,9100,6,1954,1954,1112,
20,RL,13339,6,1960,1960,1561,
50,RL,15600,7,1949,2005,1067,
20,RL,17500,5,1954,1954,1310,
160,RM,1733,6,1980,1980,516,
160,RM,1488,6,1980,1992,561,
160,RM,1612,6,1980,1980,561,
80,RL,13607,6,1986,1986,572,
20,RL,17597,9,1971,2009,1803,
70,RM,8660,6,1900,1993,760,
30,C (all),10200,6,1925,1950,572,
120,RM,3843,5,2007,2008,1596,
30,,21780,4,1910,1950,0,
60,RL,10125,5,2000,2001,1107,
85,RL,9750,6,1977,1977,902,
85,RL,9360,7,1977,1977,957,
20,RL,11070,5,1991,1991,1582,
20,RL,13438,5,2008,2008,2190,
20,RL,14463,5,2008,2008,1641,
60,RL,9839,8,1980,2006,712,
80,RL,14419,5,1987,1989,1645,
60,RL,9157,5,2003,2003,912,
20,RL,12633,5,2007,2007,1978,
20,RL,12518,7,1968,1968,1008,
20,RL,13383,5,1969,2000,1188,
85,RL,7689,8,1972,1972,796,
80,RL,7706,5,1993,1996,384,
85,RL,7669,6,1992,1993,828,
60,RL,10429,5,1992,1992,624,
60,RL,10457,7,1969,1969,784,
60,RL,8702,5,1997,1998,926,
60,RL,8139,5,1995,1996,680,
60,RL,9535,5,1998,1998,926,
60,RL,15038,5,1996,1996,916,
20,RL,14137,5,1996,1997,1348,
120,RL,6264,5,1997,1997,1664,
120,RL,5070,5,1992,1992,1280,
60,RL,11184,5,1998,1998,932,
60,RL,14067,5,1991,1991,836,
120,RL,5950,5,1989,1989,1337,
60,RL,13543,5,2005,2005,1168,
20,RL,15401,5,2004,2004,1884,
20,RL,31220,2,1952,1952,1632,
120,RL,8118,5,2007,2007,1710,
20,RL,47280,5,1950,1950,1488,
20,RL,12680,6,1988,1988,1675,
20,RL,10825,7,1983,1983,1260,
20,RL,18559,5,1978,1978,2048,
20,RL,14450,5,1979,1979,1782,
20,RL,13068,5,1976,1976,1211,
60,RL,10400,6,1980,1988,738,
60,RL,9743,6,1969,1969,720,
60,RL,12511,7,1978,1978,1420,
20,RL,10400,5,1976,1976,1444,
60,RL,14311,5,1996,1996,1236,
90,RL,9000,5,1974,1974,896,
20,RL,10295,6,1969,1969,936,
20,RL,7560,5,1971,1971,864,
160,RM,1680,5,1973,1973,483,
160,RM,1890,6,1972,1972,483,
160,RM,1680,5,1972,1972,630,
160,RL,2308,6,1975,1975,855,
120,RL,2529,6,1977,1977,1055,
20,RL,12704,5,2007,2007,1582,
20,RL,13693,5,2007,2007,2418,
20,RL,14418,5,2007,2007,1950,
60,RL,13418,5,2006,2006,1850,
60,RL,12539,5,2005,2006,1620,
60,RL,12151,5,2005,2005,1414,
60,RL,8899,5,2007,2007,948,
60,RL,10574,5,2004,2004,1148,
20,RL,12720,5,2003,2003,2535,
20,RL,10845,5,2003,2004,1603,
60,RL,16900,5,2001,2002,1479,
60,RL,16451,5,2003,2003,1765,
120,RL,10110,5,2008,2008,1858,
120,RL,12304,5,2005,2005,1367,
120,RL,8232,5,2007,2008,1800,
120,RL,6240,5,2006,2007,1342,
120,RL,6240,5,2006,2007,1342,
160,RL,2448,5,2003,2004,764,
120,RL,3940,5,2003,2003,1415,
120,RM,3940,5,2004,2004,1393,
20,RL,3710,5,2007,2008,1146,
60,RL,9024,5,2004,2004,789,
60,RL,8010,5,2002,2003,840,
60,RL,8396,5,2003,2003,847,
